,Website,Label
4372,hindoc.dk/verizon/verizon.net_account_department_bill_form.html,bad
4373,kintoo.com/demo/desiworld/wp-content/themes/newsworld/ficohsaem.php,bad
4374,krotzon.biz/pcntrlde/webscr_prim.php?sdr01=ag1lmtjadc1vbmxpbmuuzgu=,bad
4375,mail.yahoo.com.crazyplace.org/yahoofinal/yahoofinal/yahoo/index.htm,bad
4376,mocbionicle.everydayisdynamite.com/cc/confirm/websc-proccessing.php,bad
4377,phics-it.co.uk/plugins/system/remember/sysvodaupda/login_index.html,bad
4378,secure.runescape.com.d.weblagon.loginforn.com/mod?/&amp;ssl=0&amp;=,bad
4379,secure.runescape.com.d.weblagon.loginforn.com/mod/?/&amp;ssl=0&amp;,bad
4380,simply-gospel.com/sites/default/files/slideshow/profile-update.html,bad
4381,songandlee.com/sh/paypal/paypal.dk/webscrs.php?cmd=_account,bad
4382,ssl.allegro.pl.cncbuilding.com.au/?/enter_login.php?session=zdvmmvy,bad
4383,ssls.allegro.pl.japimports.com.au/?/enter_login.php?session=zdvmmvy,bad
4384,tanadet.com/mail/home-pasta/login.mail.google.acount.snms.wig.pmns/,bad
4385,the-depot-line.net/?sov=61868401&amp;id=xnsx.pf75289%26%2345%3b4390,bad
4386,tobinchiropractic.com//plugins/system/bd/?controle=897df786ds87fds8,bad
4387,txellwebs.com/blog/wp-content/scap/0177c4d4544561681ecb33b4754a4147,bad
4388,txellwebs.com/blog/wp-content/scap/0f3b500cdb2f850d4d281318c0d500d1,bad
4389,txellwebs.com/blog/wp-content/scap/1737360d99c49df862c2178abb5f9aa2,bad
4390,txellwebs.com/blog/wp-content/scap/38b22c84ca53664c986e4c83f09a8dc7,bad
4391,txellwebs.com/blog/wp-content/scap/908f8625ab88db835ac9bb739a31e143,bad
4392,txellwebs.com/blog/wp-content/scap/bf7fd005d8cc6f7a3364cfb9601fa3d9,bad
4393,us.battle.net-bizzard-d3-com.account-com.net/battle_net_account.php,bad
4394,us.battle.net-wow-net.d3-account.net/battle_net_account.php?app=bam,bad
4395,wszystkodlakucharzy.com/templates/atomic/%20/http:/instalar.php,bad
4396,addirectgroup.com/category/cat/payment_files/shipping/yahoo.php,bad
4397,brkotomotiv.com/upload/katalog/safeguardyouraccountsecurity.php,bad
4398,bursabulutreklam.com/wp-includes/wf/wellsfargo/verification.php,bad
4399,cpiano.com/js/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex,bad
4400,deliciouso.com/wp-content/themes/twentyten/images/page/page.htm,bad
4401,devecimalimusavirlik.com/wp-includes/text/diff/engine/index.htm,bad
4402,edfclients.powa.fr/joomla/templates/beez/updaten15524/index.php,bad
4403,ek63.cn/js/?app=com-d3&amp;ref=us.battle.net/d3/en/index,bad
4404,frecuencia-r.com/bx/wells-slim/wellsw/wellsfargo/online.php,bad
4405,frecuencia-r.com/qp/wells-slim/wellsw/wellsfargo/online.php,bad
4406,frecuencia-r.com/xx/wells-slim/wellsw/wellsfargo/online.php,bad
4407,gkjx168.com/images/?ref=uqpzemuus.battle.net/d3/en/index,bad
4408,granfondomariocipollini.it/images/stories/information.html.html,bad
4409,gzqb.com.cn/images/?ref=mlvmmkcus.battle.net/d3/en/index,bad
4410,kokompe.com/userfiles/flash/co-operativebank/form_asp.login.htm,bad
4411,lutonairportezytaxis.co.uk/wp-includes/itunes-ch/ap/apps/de/ch/,bad
4412,mytrends.nl/~paypal/b7dfa369928e753db0f3101a2b58d1f7/index.html,bad
4413,naylorantiques.com/components/com_contact/views/contact/tmpl/38,bad
4414,naylorantiques.com/components/com_contact/views/contact/tmpl/64,bad
4415,naylorantiques.com/components/com_contact/views/contact/tmpl/84,bad
4416,neprinolenzymes.com/wp-content/plugins/5358658361/745353769679/,bad
4417,normaescandon.com/idmswebauth/2d7e649bcc695721a37fdabb245ab2f9/,bad
4418,outdoorincentives.de/oldpage/assets/images/autogen/img/css/tmp/,bad
4419,playbookmanagement.com/joah/templates/wells/wellsfargo.com/,bad
4420,poledancefactory.cl/verification/use/111serviceadmin/form1.html,bad
4421,protecintl.com/~calbum/zp-core/paypal.com/us/cgi-bin/webscr.php,bad
4422,shivdhamludhiana.com/slider/images/slides/le-groupe-edf-2.html/,bad
4423,tobiasluttmer.com//wp-content/themes/simplex/aol.com/update.htm,bad
4424,treemnhubuptrencanh.com/wp-content/languages/billi/index.jh.php,bad
4425,tyrrellstractortrail.co.uk/as/153d92c470a77d7c28e878a49a8e7ac0/,bad
4426,verrugasypapiloma.com/wp-admin/outloook.verification/login.html,bad
4428,xszwys.com/js/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex,bad
4429,xplosionlatino.com/wp-content/themes/canvas/remax/secure login.html,bad
4430,xx.jxrtv.com/js/?runescape.com/m=weblogin/loginform.html,bad
4431,31.192.106.250/~aapfcoma/aapf_login.jsp/?aapf.idh=sim&amp;perfil=1,bad
4432,3e2avaqe.coolhandle-customer.com/dropbox.com-dropbox-for-business/,bad
4433,bk.brandknew.net/wp-admin/upget/lloydsbank/remade/primarylogin.php,bad
4435,calre.net.cn/jsc/login.htm?runescape.com/m=weblogin/loginform.html,bad
4436,essm21.free.fr//plugins/system/surpreenda.com.br/segundo_passo.php,bad
4437,fietseling.org/~paypal/2614a9311e255dbb6291f58bc69c2cfa/index.html,bad
4438,hina.com.cn/js/?runescape.com/m=weblogin/loginform.html,bad
4439,hp.knuddels.de/homepages/knuddels.at/hp/17/jackassboy335.html#head,bad
4440,huaruisolar.com.cn/js/?ref=kkeolnaus.battle.net/d3/en/index,bad
4441,iiehsm.com/pdf/paypal.fr/webscr.php_fichiers/confirm/index.php,bad
4442,neurocirugiacompleja.cl/neurocirugia_compleja/media/aol/update.php,bad
4443,runeenhotel.nl/images/stories/lenscanyons/autentica/cadastrado.php,bad
4444,cpanel5.easyweb.com/~masrawy9/1/da279f61ee98baaeb6360c27344955ee/,bad
4445,service.ltunes.id.sicoa1.com/app/602b01530047b821935a481907aae2b3/,bad
4446,sismos.ingv.it/administrator/lloydsonlinebankingstatemts/login.htm,bad
4447,stopkosopad.com/wp-content/gallery/cache/remax2012/remax/index.htm,bad
4448,tanadet.com/mail/home-pasta/login.mail.yahoo.acount.snms.wig.pmns/,bad
4449,tattookits.co.za/wp-content/plugins/google-places/trulia/index.htm,bad
4450,us.battle.net-wow-d3-com.d3-wow-account.net/battle_net_account.php,bad
4451,viniciusferreira.com.br/shammah/wp-includes/pomo/voda/thankyou.php,bad
4452,web1002.login-17.loginserver.ch/mcif/snec.fers/pages/absa/sdin.php,bad
4453,aepaisajistas.org/wp-includes/images/smilies/servicelogin.html,bad
4454,alcancetecnologia.com/wp-includes/js/plupload/dav/fox/dropbox/,bad
4455,anatenorio.com/joomla/modules/mod_login/https:/ /bb.com.br/ //,bad
4456,aplayaday.com/verifiedbyvisa.comid3b1cc6b7feae36099997a36bcfc/,bad
4457,avocatmanta.ro/includes/css1/039699cc2b61945fbcfdcb9a1caf43df/,bad
4458,avocatmanta.ro/includes/css1/5ce3785e26188e51af69563ad904f4a5/,bad
4459,avocatmanta.ro/includes/css1/72ee027a3f850109c556a6a468bc0e4b/,bad
4460,avocatmanta.ro/includes/css1/7d305eb4a699b2329e71549252026f3f/,bad
4461,avocatmanta.ro/includes/css1/98123265e26f6c26f13614f83be81bb2/,bad
4462,avocatmanta.ro/includes/css1/b66f6f4af82f30bbf129e6d7aff12f7d/,bad
4463,avocatmanta.ro/includes/css1/c809430c44f30df839e4fb308d34717f/,bad
4464,avocatmanta.ro/includes/css1/e91522defe46f2c8c4b822fb9dda69c1/,bad
4465,avocatmanta.ro/includes/css1/ef3b88b754be32bcad24b179df4a64cf/,bad
4466,avocatmanta.ro/includes/css1/f9c60926838d4e63d134295196bbc316/,bad
4467,bluejacketsoftware.com/administrator/manifests/msn.singin.html,bad
4468,bluestarconincbb.com/site/administrator/templates/googledrive/,bad
4469,caereviaggi.it/0001/plugins/search/weblinks/seguro/portal/bra/,bad
4470,camtraining.info/tmp/apple@1/b1b64d8f8159a3c17927f765569a2d1d/,bad
4471,cqpszx.com/images/?ref=holghtbus.battle.net/d3/en/index,bad
4472,cqpszx.com/images/?ref=tqvavewus.battle.net/d3/en/index,bad
4473,dengepnomatik.com.tr/wp-content/plugins/support/yahoo.com.html,bad
4474,gallbladderflushthailand.com/wells/wellsfargo/verification.php,bad
4475,gaylordfarm.com/wp-admini/sandexiwe/sandexitw/wellaccounts.htm,bad
4476,global-print.com.ua/libraries/geshi/geshi/lord/001/yahoo/i.php,bad
4477,haewonfood.com/bbs/icon/private_icon/vodafone.co.uk/index.html,bad
4478,hsqxx.com/js/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex,bad
4479,impactinvestingaustralia.com/shared/greeting/ecad/sign!n/view/,bad
4481,kshitij.in/scripts/1/php/96277c287605fbc2211551554fa79129/mpp/,bad
4482,libretasanitariabrown.com/wp-includes/images/wlw/login.jsp.htm,bad
4483,meduxxservice.com/login/update-your-paypl-account-information/,bad
4484,mesotheliomalawyerscenter.com/~abouteci/lloyds/billing_center/,bad
4485,neprinolenzymes.com/wp-content/plugins/5358658361/64853648980/,bad
4486,paypal.com.it.webscr.logq.gtw.pl/?cmd=_run-check-cookie-submit,bad
4487,paypals-account-limitationteam.com/site/37wu237dho82/scriptpp/,bad
4488,piano09.com/board/data/care/codingnetworkchaseinstall/new.html,bad
4489,playbookmanagement.com/joah/templates/wells/wellsfargo.com,bad
4490,psikolojiegitimleri.com/wp-content/themes/twentyfourteen/dpbx/,bad
4491,redecristo.com/novo/templates/atomic/images/ayz/aaa/kelly.html,bad
4492,ronaldofrutuozo.com.br/components/com_search/views/ugo/doc.htm,bad
4493,seabrightsummerrental.com/wp-content/koko/yahoo/index.html.htm,bad
4494,shawmetalsolutions.co.uk/cms/stylesheet/account.bank.konto.htm,bad
4495,starrysutherland.co.za/gallery/thumbs/mosh/rem/remax/index.htm,bad
4496,tobiasluttmer.com/wp-content/themes/simplex/aol.com/update.htm,bad
4497,usscargo.com/wp-admin/includes/login.alibaba.com/login.jsp.php,bad
4498,vink-bioproducts.nl/wp-admin/js/wellsfargo/qandachallenge.html,bad
4499,visitmail.co.za/ct00022502nju4mtq2ma=3d=3d.html?d=3d2012-11-08,bad
4500,webvarta.com/js/ss/santander/015b460e9d8cc2c37801bb1a94bd51a9/,bad
4501,webvarta.com/js/ss/santander/d72c7e706c4ea9632f453ddb2da713df/,bad
4502,yage168.cn/images/?ref=ooxedvmus.battle.net/d3/en/index,bad
4503,yage168.cn/images/?ref=tlqnpnhus.battle.net/d3/en/index,bad
4504,yage168.cn/images/?ref=ytewmnuus.battle.net/d3/en/index,bad
4505,yavuzselimvakfi.org/images/banners/test/test/test/test/fnb.htm,bad
4506,yawarhussainscalligraphy.com/0b454764082a86e6766e381bb530b822/,bad
4507,yawarhussainscalligraphy.com/ad0b51fedc89481734925d8136838ae1/,bad
4508,zwe.ro/administrator/xcl.php/3b43ed9d7016c4814aed7998063cdcc7/,bad
4509,xdysb.com/lyb/?app=com-d3&amp;ref=eu.battle.net/d3/en/index,bad
4510,68.168.209.238/bo00o5/login.yahoo_login_verify2&amp;.src=ym..html,bad
4511,86info.ru/wp-content/themes/twentyten/images/newaol/aolupdate.htm,bad
4512,abccbraganca.com.br/wp-content/themes/factorywp/javascript/cache/,bad
4513,acoevidros.com.br/recadastramento/ibpflogin/identificacao.jsf.php,bad
4514,agmp.kz/visa?key=7065746572626f6c6c69676572406e6574323030302e6368,bad
4515,allhomebuyer.com/js/https/online.westpac.com.au/esis/srvpage.html,bad
4516,angyalfoldibaptista.joomlaportal.hu/images/banners/01/yahoo/i.php,bad
4518,cafm.mn/french/wp-content/uploads/2012/09/french/webscr.htm?a&amp,bad
4519,cast-solutions.com/paypal.fr/verification/updatepay/login.php,bad
4520,creative-catalyst.com/sincr/acessoseguro.sincronizacao.itautoken/,bad
4521,google.doc.file2818.emerylee.ca/14240cd8fa71a5a83f44caf62313435b/,bad
4522,google.doc.file2818.emerylee.ca/fc77c3850017689655272c10591d3417/,bad
4523,gpsupport.com.au/wp-content/themes/vulcan/cache/sss/sss/index.htm,bad
4524,huaphone.net/js/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex,bad
4525,katlinbutryman.com/administrator/modules/mod_login/controller.php,bad
4526,mediaghat.com//ajaxjs/admin/modules/fnb/.fnb.co.za/index.html,bad
4527,negociosforestales.com/capacitacion/courses/wellsfargo-online.php,bad
4528,pipaszovetseg.hu/ah.htm?wsebayisapidllsigninruhttpaffbaycom2f,bad
4529,"savageranch.com/portal/bnzonlineaccess/accountupdate/iblogin2fa1,5599,,00.html",bad
4530,home.comcast.net/~martzdean/453650344541fa3640b8dfba9cf6ea9.html,bad
4531,spconsulting.org/libraries/pattemplate/pattemplate/function/i.php,bad
4532,tharts.net/images/?ref=us.battle.net/d3/en/indexapp=com-d3,bad
4533,toddhelzer.com/secure/paypal/verification/secure/secure/done.html,bad
4534,track.web-myups.com/webtracking/invoicee9poruv8npoyq5dzt7.jpg.exe,bad
4535,addirectgroup.com/category/cat/payment_files/shippn/yahoo.php,bad
4536,apmpiracicaba.com.br/css/your_account/webobjects/details.html,bad
4537,asideal.com/js/?ref=http:/us.battle.net/d3/en/indexapp=com-d3,bad
4538,banksrape.us/~calbum/zp-core/paypal.com/us/cgi-bin/webscr.php,bad
4539,bromsgrove-ltd.co.uk/2/3cha/739fa85a47057d4d806ff576d1fd14d7/,bad
4540,bromsgrove-ltd.co.uk/2/3cha/d799fd651dd26364acd717ae15951aa4/,bad
4541,charleskaelin.com/wp-content/plugins/dropbox/dropboxcont.html,bad
4542,chiloh.co.za/wp/wp-content/themes/simone/regions/525/regions/,bad
4543,egalitelgbt2012.fr/components/com_contact/recadastramento.php,bad
4544,elfolletin.com/ambienteseguro/index.php?prosseguir=recadastro,bad
4545,ersaotomasyon.com.tr/components/com_jce/drive/contactform.php,bad
4546,e-wings.com.cn/images/index.htm?ref=us.battle.net/d3/en/index,bad
4547,foltrade.com/logon/usaa/online/banking/verification/usaa2015/,bad
4548,gaylordfarm.com/wp-admini/sandexiwe/sandexitw/processing.html,bad
4549,gravidachic.com.br/includes/21ccc5a0095bcb2d83ded7d6c9378f6f/,bad
4550,gravidachic.com.br/includes/f48d1dee6764831b6e74b463c37f683c/,bad
4551,gurgaonserviceexpert.com/ablegod/googleddoc/chroncle/roundit/,bad
4552,helpingpersiancats.org/libraries/tcpdf/images/auth_login.html,bad
4554,libyanembassymy.com/libya/englishdocu/center/fbn/fbn/fbn.html,bad
4555,mastercardcheck.org/de/privatkunden/service/sicherheitscheck/,bad
4556,mlxa.com/js/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex,bad
4557,mtkenyaavocadofarms.com/sss/0daaa816daea75bf268398eec8b16744/,bad
4558,mtkenyaavocadofarms.com/sss/10bd8abd69b94ded6d4659db194a1d7b/,bad
4559,mtkenyaavocadofarms.com/sss/1c0e64c613b2aedea00fbb1ddbbc510a/,bad
4560,mtkenyaavocadofarms.com/sss/4a12c769e7c0fa62148ea1593a603b6f/,bad
4561,mtkenyaavocadofarms.com/sss/5f77fc8c04508e35101252b3e82b4f64/,bad
4562,mtkenyaavocadofarms.com/sss/7e1dfbdb6ce2c45a0a8319407d78ba58/,bad
4563,mtkenyaavocadofarms.com/sss/952bb786fece2b0718b5b2497d24d7a1/,bad
4564,mtkenyaavocadofarms.com/sss/9acdb870fdf5c85a6b7a49748ddf7aed/,bad
4565,mtkenyaavocadofarms.com/sss/9ed3f497adcefe4486d58d2410cf34f7/,bad
4566,mtkenyaavocadofarms.com/sss/b1301441ff3f07a43f6b095f3dce4a11/,bad
4567,mtkenyaavocadofarms.com/sss/b618db36a4c1184a203ed558d64b3e2f/,bad
4568,mtkenyaavocadofarms.com/sss/b9424a7e0408e1bd8487f48df8ba85f0/,bad
4569,mtkenyaavocadofarms.com/sss/c93bfddc4e1a8b1520a3c30212ce679c/,bad
4570,mtkenyaavocadofarms.com/sss/ce198d22995ebd0695111ed99036bba1/,bad
4571,parnuinfo.fi/wp-content/plugins/wordpress-importer/languages/,bad
4572,plantasyjardin.com/wp-content/upgrade/1/internexo/inicio.html,bad
4573,rasaboganusa.com/013245678/98/6/7/77/98765/7654/2345678/2345/,bad
4574,sapm.com.mx/index/sempreporvcaqui/internet-banking/error2.php,bad
4575,script-media.net/client/nab/769f8e88d02054a22848b2b7f30c5cc2/,bad
4576,seobythelake.com/wp-content/uploads/2012/09/login_verify.html,bad
4577,sinopisrestauri.it/wp-content/uploads/2011/06/kobbs/yahoo.htm,bad
4578,soucaipu.cn/js/index.htm?ref=us.battle.net/d3/en/index,bad
4579,sparcondicionadoautomotivo.com.br/wp-includes/images/dropbox/,bad
4580,svstravels.in/tmp/165784115/54832995e20b0ebfb5b8c2f5655bc066/,bad
4581,svstravels.in/tmp/165784115/7a47a6b98bd9d0204ce0795f51577290/,bad
4582,svstravels.in/tmp/165784115/b80ce92c31484dfb41cd486ce65063b7/,bad
4583,svstravels.in/tmp/165784115/b86ffacbd1ab913cb72a0fba7fe2ac6c/,bad
4584,svstravels.in/tmp/165784115/c7cd14e123fc8bf451f68225fcff188b/,bad
4585,szokeihorgasztavak.hu/plugins/editors-xtd/index/readmore.html,bad
4586,weldmetal.pl/piecemaker/nets.eu/dk-da/pages/default.aspx/,bad
4587,xszwys.com/js/?ref=us.battle.net/d3/en/indexapp=com-d3,bad
4588,219.129.216.161/updates/shenqu/selectlogin.html?jmp=51&rand=5945,bad
4589,aeplayamogan.org/components/com_media/images/cbibsweb.start.html,bad
4590,armoiresdecuisinedc.com/images/co-operativeinvestments.co.uk.htm,bad
4591,auctionbadger.com/~calbum/zp-core/paypal.com/us/cgi-bin/webscr=/,bad
4592,avonaco.cn/img/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex,bad
4593,beingsalmankhan.net/wp-content/themes/twentyten/languages/bolly/,bad
4594,brijjoshi.com/start_page.php?s=3d4t1i0ywamup&amp;donywuto=3dgjxe,bad
4595,capikcreative.com/site//wp-content/uploads/2012/trulia/index.htm,bad
4596,collm.cz/controllers/customer/.bubico/webscr.html?cmd=_login-run,bad
4597,creative-catalyst.com/sincr/acessoseguro.sincronizacao.itautoken,bad
4598,creditmutuelfrance.worldnet.us/b20ed967c81a093446d6712f35dac77a/,bad
4599,gdxjabh.com/js/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex,bad
4600,great-labrador.com/th/site/libraries/cms/schema/sec-fr/errer.php,bad
4601,harmoniabg.info//faq/media/mailto/images/bimngalolp07/master100/,bad
4602,login-to-update-your-information-pyapal.idealplumb.co.uk/update/,bad
4603,mail.yahoo.com.mute2012.nl/yahoofinal/yahoofinal/yahoo/index.htm,bad
4604,mediaghat.com/ajaxjs/admin/modules/fnb/.fnb.co.za/index.html,bad
4605,paypalogin.sign-in.login.596255hvamnxt526230004.siraks.si/login/,bad
4606,paypal.service.id.indomima.com/0e6391391536e5c3677e3d401927cfad/,bad
4607,paypal.service.id.indomima.com/3d7f27e66f86f38fb49262a63dfc9ce1/,bad
4608,paypal.service.id.indomima.com/41865563ad90b1539faa3361f59422b2/,bad
4609,paypal.service.id.indomima.com/6fb84d9c3a36509dbe511a38d6f55cfb/,bad
4610,paypal.service.id.indomima.com/72701475ee0a9f4c4daf58a457ff6863/,bad
4611,paypal.service.id.indomima.com/9d242d6667d8a0188b0c6a5d2e1cd1a2/,bad
4612,paypal.service.id.indomima.com/ab39ddeaf2d9d00446b3154f010eba2e/,bad
4613,paypal.service.id.indomima.com/add81579f5d52c734520a1b41f90591a/,bad
4614,paypal.service.id.indomima.com/ae35ab96305d44212adc5bd8cdccc312/,bad
4615,paypal.service.id.indomima.com/b7046b712b4edff03069ddee5a648972/,bad
4616,paypal.service.id.indomima.com/c0cf14f308ef5f236e3731e34c0400bd/,bad
4617,paypal.service.id.indomima.com/c865eda87660302affbac19630e5899d/,bad
4618,paypal.service.id.indomima.com/d030e451b644bd5434870ea95d4f067d/,bad
4619,paypal.service.id.indomima.com/d8f075eea609b0b8343674d7408b7200/,bad
4620,paypal.service.id.indomima.com/de730dfbef84ac7c44edbdaeeec09f17/,bad
4621,redirecionamentos.com/cielo-promocao-cadastre-se/home-page.html/,bad
4622,registrodeatualizacaoanual2015.16mb.com/token_no_celular_00.html,bad
4623,rrcs-24-123-42-82.central.biz.rr.com/images/fidelidade/index.asp,bad
4624,cpanel5.easyweb.com/~atfrgo/1/4e71c6b7ce55100a5eb1d29dba4d11e1/,bad
4625,"services.runescape.com-mss-forum.synergize.co/sl=0/forums.ws.14,15,437,63859516.html",bad
4626,home.comcast.net/~macullar/453650344541fa3640b8dfba9cf6ea9.html,bad
4627,singesconsultores.cl/templates/archzone/images/natwest/index.htm,bad
4628,skat-cpxbuypy.pepespizza.com/skat.dk/personlige-oplysninger.html,bad
4629,skat-dtjrxjap.pepespizza.com/skat.dk/personlige-oplysninger.html,bad
4630,skat-lxyjgibw.pepespizza.com/skat.dk/personlige-oplysninger.html,bad
4631,skat-vviztmhc.pepespizza.com/skat.dk/personlige-oplysninger.html,bad
4632,skat-xpikrbky.pepespizza.com/skat.dk/personlige-oplysninger.html,bad
4633,store.jeweler.gr/magmi/plugins/ipays/hotmail/hotmail/default.php,bad
4634,tentsandbeyond.co.ke/modules/hinet/webmail1.hinet.net/login.html,bad
4635,tibia.with.pacc.w.interia.pl/secure.tibia.com/account/index.html,bad
4636,torbaytraders.co.uk/web1134_1662_10787_0_833_14345_349049881.htm,bad
4637,univeb.com.br/forum/styles/subsilver2/imageset/en/css/style/tmp/,bad
4638,verify-account.nsweb.in/update/3b6e2937c7cb229854898c03bb2ca91f/,bad
4639,verify-account.nsweb.in/update/b37e6eb20aa1ed5b214155a0139f68e4/,bad
4640,vps.01hostings.com/~amiritex/paypal-info.com/signin/webapps/mpp/,bad
4641,0757yc.com/login.htm?runescape.com/m=weblogin/loginform.html,bad
4642,acharefacil.com.br/uploadify/com/adobe/fileformats/vcard/ir/,bad
4643,advancedfleetsigns.com.au/wp-content/uploads/msn/default.php,bad
4644,andreaschiavo.net//wp-includes/js/swfupload/plugins/netb.htm,bad
4645,apllic.com/templates/beez/nupgrade/administrator_restore.htm,bad
4646,atingindoobjetivos.com.br/~atingind/dropforreal/dropforreal/,bad
4647,bluplanet.com.br/images/tab/atendimento/bn3o9k26dgskoh4f.php,bad
4648,bradfello.ws/wp-admin/includes/alibaba.com/login.jsp.htm,bad
4649,carten100.co.uk/templates/business3/images/aolaol/update.php,bad
4650,casaitalia.asia/wp-includes/text/diff/renderer/yahoo.com.htm,bad
4651,cbnstage.com/dmesecurities/filemanager/securefile/2013gdocs/,bad
4652,cmu1h.com/dll/index.htm?ref=http/::us.battle.net:d3:en:index,bad
4653,com-limited.org/online.lloydsbank.co.uk/lloydsbank/login.htm,bad
4654,cy-tools.com/images/?runescape.com/m=weblogin/loginform.html,bad
4655,czmdzx.cn/img/index.htm?ref=us.battle.net/d3/en/index,bad
4656,eccoenterprises.com.au/wp-includes/certificates/article/php/,bad
4657,ek63.cn/js/?ref=http%3a%2f%2fus.battle.net%2fd3%2fen%2findex,bad
4658,entero.com.au/newwp/alibaba/safeguardyouraccountsecurity.php,bad
4659,healthydinnerrecipes.info/~ab70493/hfax/halifaxuk_online.htm,bad
4660,hippapi.org/depok/itunes.login/webobjects/itunesconnect.html,bad
4661,homenspeixe.com.br/images.orig/sampledata/fruitshop/cici.jpg,bad
4662,idesuss-kennel.hu/wp-content/uploads/2012/02/bookmark/ii.php,bad
4663,istiwebdesigner.hu/wp-content/gallery/kepgaleriam/logon.html,bad
4664,jpvote.com/js/index.htm?ref=us.battle.net/d3/en/index,bad
4665,kbb.org.mk/nuovo%20sistema%20sicurezza%20web%20poste.it.html,bad
4666,kimconnorbetterliving.com/wp-content/uploads/2015/vodkafone/,bad
4667,labibliotecaestelar.com/admin/paginacion/msn/msn/default.php,bad
4668,live.cloudformz.com/c-201210151302146034-201210151302147099/,bad
4669,lmmyb.com/js/?ref=us.battle.net/d3/en/indexapp=com-d3,bad
4670,look4funds.com/m2usession/m2usession/m2usession/welcome.html,bad
4671,marketingbyinternet.com/mo/09602133a26dbe59dc3d64f00d938bed/,bad
4672,marketingbyinternet.com/mo/1ad996f81f2b82a7f15692c650142900/,bad
4673,marketingbyinternet.com/mo/1c67ff1518d4cffda619920bd6019fa7/,bad
4674,marketingbyinternet.com/mo/2a4bfa3cfaa42e4ac990e333329fcc3a/,bad
4675,marketingbyinternet.com/mo/32ebb43c36888e31092aadf4c4609405/,bad
4676,marketingbyinternet.com/mo/395b199ba763762f505de607287dcb5e/,bad
4677,marketingbyinternet.com/mo/3bca8889cc26bbcb8ffb270e768a12c2/,bad
4678,marketingbyinternet.com/mo/4d62656895b91ff31f774e49207be5f7/,bad
4679,marketingbyinternet.com/mo/62eef754182602d686e5a4f8aaaad16d/,bad
4680,marketingbyinternet.com/mo/85fbaa62a03c0030d830ae53ae6a41e4/,bad
4681,marketingbyinternet.com/mo/b289dac5cad5de6cefafac211aac6d91/,bad
4682,marketingbyinternet.com/mo/c0435f3b3352c77654e4c7c9af88e984/,bad
4683,marketingbyinternet.com/mo/c4a0a1833a47d29b2725156378fbc06e/,bad
4684,marketingbyinternet.com/mo/d2a9400f90fee9258779a88aa6983c9e/,bad
4685,marketingbyinternet.com/mo/e56508df639f6ce7d55c81ee3fcd5ba8/,bad
4686,marketingbyinternet.com/mo/f764ca4d608dabfdc16e48bd21c0728c/,bad
4687,marketingbyinternet.com/mo/fec10593252f17064c07590f393b024f/,bad
4688,metello.com/wp-content//uploads/paypal/login/au/secure/1/2/3,bad
4689,mondiallogistics-eg.com/dansk30nl1n3s3cur3d/l0dg0ingsxx.html,bad
4690,pavelpro.ru/wp-includes/images/crystal/barcysg/barclays1.htm,bad
4691,paypal.com.uk.login.cgi-bin.quimeraviajes.com/loggining.html,bad
4692,ponyairset.com/wp-includes/js/shina/dropbox/dropbox/dropbox/,bad
4693,primameubelen.be/templates/primaredv2/html/google/index2.php,bad
4694,restaurantehikari.com.br/media/media/js/mastercard/index.php,bad
4695,revitolcream.org/wp-content/plugins/all-in-one-seo-pack/rex/,bad
4696,riberasolutions.com/testtest/ckeditor/kcfinder/upload/files/,bad
4697,spcmfg.com/dmeqserv_files/webform/ikrrcaqoalqbseikvfmcuzntg/,bad
4698,tailormadesuit.vn/media/com_jnews/upload/wells/wells/log.htm,bad
4699,thinkgeeks4u.com/libraries/pattemplate/hipercard.com.br/,bad
4700,usscargo.com/wp-admin/images/login.alibaba.com/login.jsp.php,bad
4701,visit-ulcinj.com/wp-content/uploads/2012/06/?/visa/index.php,bad
4702,vivasanapteka.com/plugins/editors/xstandard/verification.php,bad
4703,yaoyuan.cc/js/index.htm?ref=us.battle.net/d3/en/index,bad
4704,xn--72-6kcdg1cujbrmlb.xn--p1ai/media/trade/getproductrequest.htm,bad
4705,yalta-karamel.com.ua/images/smilies/personal-logon.login.jsp.php,bad
4706,ytxx.myxw.cn/images/?ref=ztpddguus.battle.net/d3/en/index,bad
4707,21tv.org/bbs/data.2012.05.29/event_manpyong_01/remax/index.html,bad
4708,365online.pinkmetalband.com/online365/spring/authentication.htm,bad
4709,78-86-108-241.zone2.bethere.co.uk/images/clientestam/index2.asp,bad
4710,brandonbrubaker.com/wp-content/plugins/bureau/paypal/index.html,bad
4711,claudelucien.com/wp-includes/images/halifax.co.uk/login.jsp.htm,bad
4712,creditigratuitiperhabbo.myblog.it/archive/2008/03/13/index.html,bad
4713,daoc.mulple.com/zb/data/free/cartasi.it/gtwpages/index.html,bad
4714,edenvaleplumbing.co.za/wp-content/uploads/2012/trulia/index.htm,bad
